"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","clean","uncommon"
"RT @EduShyster: Firefighters back away from Hillary endorsement. Popular topic at #BostonforBernie http://t.co/y8FFj8azUP",FALSE,0,NA,2015-10-04 18:40:43,FALSE,NA,"A650742361979531264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BPSNightmare",5,TRUE,FALSE,NA,NA,"rt edushyster firefighters back away from hillary endorsement popular topic at bostonforbernie ","rt edushyster firefighters back away hillary endorsement popular topic bostonforbernie"
"Hillary Clinton campaign urges North Carolina governor to veto… http://t.co/9K9S0EOX2y #NC #NorthCarolina http://t.co/9CR3iVThj8",FALSE,1,NA,2015-10-04 18:40:36,FALSE,NA,"A650742331197427712",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","greensboro_nc",2,FALSE,FALSE,"-79.82107727","36.07734156","hillary clinton campaign urges north carolina governor to veto ","hillary clinton campaign urges north carolina governor veto"
"#Repost thms_hale ···
Evil Genius day at Clinton Cigar Shop #timemachine #evilgeniuscigars… https://t.co/eOt5PXjt5L",FALSE,1,NA,2015-10-04 18:38:54,FALSE,NA,"A650741902254436352",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","EvilGeniusCigar",0,FALSE,FALSE,"-74.9111328","40.6376801","repost thmshale evil genius day at clinton cigar shop timemachine evilgeniuscigars ","repost thmshale evil genius day clinton cigar shop timemachine evilgeniuscigars"
"If you're a #Retail professional in #Clinton, UT, check out this #job: http://t.co/UxquRymKP6 #Hiring #CareerArc",FALSE,0,NA,2015-10-04 18:28:11,FALSE,NA,"A650739207359455232",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_ut_retail",0,FALSE,FALSE,"-112.0504983","41.139666","if youre a retail professional in clinton ut check out this job ","youre retail professional clinton ut check job"
"Can I just say that my baby boy is precious beyond anything <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B2><U+009E> @ Clinton, North Carolina https://t.co/mZsYhg2YFI",FALSE,0,NA,2015-10-04 18:22:27,FALSE,NA,"A650737764426625024",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","gersantorres",0,FALSE,FALSE,"-78.3288","35.0024","can i just say that my baby boy is precious beyond anything   clinton north carolina ","can just say baby boy precious beyond anything   clinton north carolina"
"RT @geopolytica: Marc Anthony  y Hillary Clinton en el mismo escenario
http://t.co/A24XWzobrF

vía http://t.co/qXztrYEuKO http://t.co/0n8q2…",FALSE,0,NA,2015-10-04 18:17:49,FALSE,NA,"A650736595033804800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fabiocalvo22",7,TRUE,FALSE,NA,NA,"rt geopolytica marc anthony  y hillary clinton en el mismo escenario","rt geopolytica marc anthony  y hillary clinton en el mismo escenario"
"DSK CHK @TREXX NIGHT CLUB 319 N CLINTON ST SYRACUSE NY 7PM-12AM http://t.co/bvXUCKwhZO",FALSE,0,NA,2015-10-04 18:11:21,FALSE,NA,"A650734970592473088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EpicPartys315",0,FALSE,FALSE,"-76.11647325","43.03329132","dsk chk trexx night club 319 n clinton st syracuse ny 7pm12am ","dsk chk trexx night club 319 n clinton st syracuse ny 7pm12am"
"Clinton Ave @ Pray Kings https://t.co/X7nrtAfGGM",FALSE,0,NA,2015-10-04 18:08:40,FALSE,NA,"A650734293875093504",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","omarmurray7",0,FALSE,FALSE,"-74.2134552","40.7229729","clinton ave  pray kings ","clinton ave  pray kings"
"Tasty corned beef!!! (@ Jimmy D's Restaurant &amp; Lounge in Clinton Township, MI) https://t.co/E1Lf4Z71JY http://t.co/vN2ksYydWM",FALSE,0,NA,2015-10-04 18:08:25,FALSE,NA,"A650734232483024897",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","cobyfischer",0,FALSE,FALSE,"-82.88259201","42.61842767","tasty corned beef  jimmy ds restaurant amp lounge in clinton township mi ","tasty corned beef  jimmy ds restaurant amp lounge clinton township mi"
"RT @EvilGeniusCigar: Shop event at Center Street Cigar in Clinton, NJ.  Stop by if you're in the area! #evilgeniuscigars… https://t.co/ZH3D…",FALSE,0,NA,2015-10-04 18:08:24,FALSE,NA,"A650734226728460288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","skullmonster",1,TRUE,FALSE,NA,NA,"rt evilgeniuscigar shop event at center street cigar in clinton nj  stop by if youre in the area evilgeniuscigars ","rt evilgeniuscigar shop event center street cigar clinton nj  stop youre area evilgeniuscigars"
"Shop event at Center Street Cigar in Clinton, NJ.  Stop by if you're in the area! #evilgeniuscigars… https://t.co/ZH3D44qeRo",FALSE,0,NA,2015-10-04 18:04:15,FALSE,NA,"A650733182548078592",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","EvilGeniusCigar",1,FALSE,FALSE,"-74.9111328","40.6376801","shop event at center street cigar in clinton nj  stop by if youre in the area evilgeniuscigars ","shop event center street cigar clinton nj  stop youre area evilgeniuscigars"
"Join the Shaw Industries team! See our latest #Labor #job opening here: http://t.co/nt3GvUVRD2 #Clinton, SC #Hiring",FALSE,0,NA,2015-10-04 17:57:13,FALSE,NA,"A650731411670888448",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","ShawFloorsJobs",0,FALSE,FALSE,"-81.8806562","34.4726276","join the shaw industries team see our latest labor job opening here ","join shaw industries team see latest labor job opening"
"Attempted voter suppression. Clinton, Dems slam Alabama decision to close driver's license offices @CNNPolitics http://t.co/Dd4PV8WNg4",FALSE,0,NA,2015-10-04 17:57:00,FALSE,NA,"A650731357786755073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","moorman20",0,FALSE,FALSE,"-86.1024654","42.7805594","attempted voter suppression clinton dems slam alabama decision to close drivers license offices cnnpolitics ","attempted voter suppression clinton dems slam alabama decision close drivers license offices cnnpolitics"
"Homecoming <ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BD><ed><U+00B2><U+0083><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> @ Clinton, Iowa https://t.co/V0euSnNZMG",FALSE,0,NA,2015-10-04 17:49:09,FALSE,NA,"A650729384538603520",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","_saamantthaaa",0,FALSE,FALSE,"-90.2073","41.8469","homecoming   clinton iowa ","homecoming   clinton iowa"
"Robert Half Finance &amp; Accounting #Accounting #Job: ACCOUNTING CLERK (#Clinton, SC) http://t.co/w5HdtGGd6X #RHFAJobs #Jobs #Hiring",FALSE,0,NA,2015-10-04 17:46:27,FALSE,NA,"A650728703031386113",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","RHFAJobs",0,FALSE,FALSE,"-81.8806562","34.4726276","robert half finance amp accounting accounting job accounting clerk clinton sc ","robert half finance amp accounting accounting job accounting clerk clinton sc"
"@McFlyeBWavy @ Clinton Ave https://t.co/Mjs99RQ0I8",FALSE,0,"McFlyeBWavy",2015-10-04 17:37:54,FALSE,NA,"A650726550749343744","A145147909","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","omarmurray7",0,FALSE,FALSE,"-74.2101669","40.7248688","mcflyebwavy  clinton ave ","mcflyebwavy  clinton ave"
"This #Hospitality #job might be a great fit for you: Cook - http://t.co/1rFCJAnXcU #SONIC #Clinton, SC #Hiring #CareerArc",FALSE,0,NA,2015-10-04 17:37:20,FALSE,NA,"A650726407148953600",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_sc_hrta",0,FALSE,FALSE,"-81.8793762","34.4561553","this hospitality job might be a great fit for you cook  ","hospitality job might great fit cook "
"See our latest #Clinton, MS #job and click to apply: Operations Manager - http://t.co/hLGmWEFGQx #BusinessMgmt #Hiring #CareerArc",FALSE,0,NA,2015-10-04 17:34:38,FALSE,NA,"A650725729462784000",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_ms_mgmt",0,FALSE,FALSE,"-90.3217585","32.3415342","see our latest clinton ms job and click to apply operations manager  ","see latest clinton ms job click apply operations manager "
"Watch Hillary Clinton mock herself, Trump on ‘SNL’: Set ’em up, Hillary Rodham Clinton, and lend an ear to the… http://t.co/DM8T0UvZ4b",FALSE,0,NA,2015-10-04 17:34:03,FALSE,NA,"A650725584125886465",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Chicago_CP",0,FALSE,FALSE,"-87.62626724","41.88804564","watch hillary clinton mock herself trump on snl set em up hillary rodham clinton and lend an ear to the ","watch hillary clinton mock trump snl set em hillary rodham clinton lend ear"
"Supplemental Health Care #Healthcare #Job: MD Travel RN / Registered Nurse / Multiple Openings (#Clinton, MD) http://t.co/A67WHaN8FI #Jobs",FALSE,0,NA,2015-10-04 17:23:50,FALSE,NA,"A650723009792053250",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_dc_health",0,FALSE,FALSE,"-76.8983059","38.7651145","supplemental health care healthcare job md travel rn  registered nurse  multiple openings clinton md ","supplemental health care healthcare job md travel rn  registered nurse  multiple openings clinton md"
"Supplemental Health Care #Healthcare #Job: RN / Travel Nurse / Registered Nurse (#Clinton, MD) http://t.co/d8cGyiv1n3 #Jobs #Hiring",FALSE,0,NA,2015-10-04 17:14:37,FALSE,NA,"A650720692527169536",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_dc_health",0,FALSE,FALSE,"-76.8983059","38.7651145","supplemental health care healthcare job rn  travel nurse  registered nurse clinton md ","supplemental health care healthcare job rn  travel nurse  registered nurse clinton md"
"Jumbo's Shea butter  Lotions,superman,Red Rose and Raw Shea Butters @ Clinton Ave https://t.co/DW11ZZ1cNI",FALSE,0,NA,2015-10-04 17:09:40,FALSE,NA,"A650719445384581120",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","omarmurray7",0,FALSE,FALSE,"-74.2101669","40.7248688","jumbos shea butter  lotionssupermanred rose and raw shea butters  clinton ave ","jumbos shea butter  lotionssupermanred rose raw shea butters  clinton ave"
"ExxonMobil #GeneralScience #Job: Process and Reactor Engineer (#Clinton, NJ) http://t.co/fGEqysofLJ #Jobs #Hiring",FALSE,0,NA,2015-10-04 17:05:15,FALSE,NA,"A650718336477609984",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_NJ_gensci",0,FALSE,FALSE,"-74.90989","40.6367682","exxonmobil generalscience job process and reactor engineer clinton nj ","exxonmobil generalscience job process reactor engineer clinton nj"
"RT @860ca4ec5cd9487: Hilary Clinton, is a mean nasty woman.Who don't Respect our country or our Military.",FALSE,0,NA,2015-10-04 16:51:29,FALSE,NA,"A650714871206547456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Donnam8470Donna",2,TRUE,FALSE,NA,NA,"rt 860ca4ec5cd9487 hilary clinton is a mean nasty womanwho dont respect our country or our military","rt 860ca4ec5cd9487 hilary clinton mean nasty womanwho dont respect country military"
"RT @860ca4ec5cd9487: Hilary Clinton, is a mean nasty woman.Who don't Respect our country or our Military.",FALSE,0,NA,2015-10-04 16:50:17,FALSE,NA,"A650714570604941312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","virginia_fidler",2,TRUE,FALSE,NA,NA,"rt 860ca4ec5cd9487 hilary clinton is a mean nasty womanwho dont respect our country or our military","rt 860ca4ec5cd9487 hilary clinton mean nasty womanwho dont respect country military"
"3 for $10 package @ Clinton Ave https://t.co/KUo6XYsIsD",FALSE,0,NA,2015-10-04 16:49:36,FALSE,NA,"A650714396298096640",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","omarmurray7",0,FALSE,FALSE,"-74.2101669","40.7248688","3 for 10 package  clinton ave ","3 10 package  clinton ave"
"Hilary Clinton, is a mean nasty woman.Who don't Respect our country or our Military.",FALSE,4,NA,2015-10-04 16:46:41,FALSE,NA,"A650713662764617728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","860ca4ec5cd9487",2,FALSE,FALSE,"-95.1803727","29.6477572","hilary clinton is a mean nasty womanwho dont respect our country or our military","hilary clinton mean nasty womanwho dont respect country military"
"#Healthcare #Job in #Clinton, NC: PT / PHYSICAL THERAPIST at Aureus Medical Group http://t.co/qpbcGspq1Y #PT #Jobs #Hiring",FALSE,0,NA,2015-10-04 16:16:30,FALSE,NA,"A650706065621823489",NA,"<a href=""http://tweetmyjobs.com"" rel=""nofollow"">SafeTweet by TweetMyJOBS</a>","aureusmedjobs",0,FALSE,FALSE,"-78.3233325","34.9979453","healthcare job in clinton nc pt  physical therapist at aureus medical group ","healthcare job clinton nc pt  physical therapist aureus medical group"
"#CareerArc #Retail #Job alert: Retail Store Positions | CVS Health | #Clinton, NC http://t.co/tXgBuwwYva #Jobs #Hiring",FALSE,0,NA,2015-10-04 16:03:30,FALSE,NA,"A650702795432067072",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_fay_retail",0,FALSE,FALSE,"-78.3201067","34.9999569","careerarc retail job alert retail store positions  cvs health  clinton nc ","careerarc retail job alert retail store positions  cvs health  clinton nc"
"STATE OF NJ is hiring! COTAs #jobs in CLINTON Apply today http://t.co/abCg4LIE2J",FALSE,0,NA,2015-10-04 16:00:11,FALSE,NA,"A650701959960363009",NA,"<a href=""http://www.appvault.com"" rel=""nofollow"">Advance_NJjobs</a>","Advance_NJJobs",0,FALSE,FALSE,"-74.926185","40.656346","state of nj is hiring cotas jobs in clinton apply today ","state nj hiring cotas jobs clinton apply today"
"STATE OF NJ is hiring! Occupational Th #jobs in CLINTON Apply today http://t.co/PoZl5KChYj",FALSE,0,NA,2015-10-04 16:00:11,FALSE,NA,"A650701958932758530",NA,"<a href=""http://www.appvault.com"" rel=""nofollow"">Advance_NJjobs</a>","Advance_NJJobs",0,FALSE,FALSE,"-74.926185","40.656346","state of nj is hiring occupational th jobs in clinton apply today ","state nj hiring occupational th jobs clinton apply today"
"Dropping $20 all am @ Clinton Ave https://t.co/Gizl6no2jz",FALSE,0,NA,2015-10-04 15:54:33,FALSE,NA,"A650700541274779648",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","omarmurray7",0,FALSE,FALSE,"-74.2101669","40.7248688","dropping 20 all am  clinton ave ","dropping 20  clinton ave"
"its_a_gemini_thing7 @ Clinton Ave https://t.co/1UERVsFxhP",FALSE,0,NA,2015-10-04 15:45:00,FALSE,NA,"A650698138936721408",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","omarmurray7",0,FALSE,FALSE,"-74.2101669","40.7248688","itsageminithing7  clinton ave ","itsageminithing7  clinton ave"
"Interested in a #CustomerService #job near #Clinton, NC? This could be a great fit: http://t.co/2ZHGzKvoTb #dialysis #Hiring #CareerArc",FALSE,0,NA,2015-10-04 15:41:07,FALSE,NA,"A650697161168936960",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_NC_cstsrv",0,FALSE,FALSE,"-78.3233325","34.9979453","interested in a customerservice job near clinton nc this could be a great fit ","interested customerservice job near clinton nc great fit"
"Clinton St. | <ed><U+00A0><U+00BD><ed><U+00BA><U+00B6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>
The third part to my Rainy Adventure Series will be up later today along with some… https://t.co/WRdubnTTOs",FALSE,0,NA,2015-10-04 15:34:31,FALSE,NA,"A650695502066024448",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MrDebonairFox",0,FALSE,FALSE,"-73.99666667","40.69666667","clinton st  the third part to my rainy adventure series will be up later today along with some ","clinton st  third part rainy adventure series will later today along"
"State of Texas: In-depth – Wendy Davis endorses Hillary Clinton:  This week, a woman who gained a lot of attention… http://t.co/Zokp7SelNx",FALSE,0,NA,2015-10-04 15:26:09,FALSE,NA,"A650693394398707712",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","Austin_CP",0,FALSE,FALSE,"-97.74361687","30.26960519","state of texas indepth  wendy davis endorses hillary clinton  this week a woman who gained a lot of attention ","state texas indepth  wendy davis endorses hillary clinton  this week woman gained lot attention"
"1st Thermo sale!!! @ Clinton Ave https://t.co/zzYi3DyyEy",FALSE,0,NA,2015-10-04 15:03:13,FALSE,NA,"A650687622571032576",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","omarmurray7",0,FALSE,FALSE,"-74.2101669","40.7248688","1st thermo sale  clinton ave ","1st thermo sale  clinton ave"
"My new golfing buddy. @ Crane Field Golf Course in Clinton, Utah https://t.co/paEoK2ykx2",FALSE,0,NA,2015-10-04 14:59:08,FALSE,NA,"A650686598493929472",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","WasatchGA",0,FALSE,FALSE,"-112.0955734","41.1495247","my new golfing buddy  crane field golf course in clinton utah ","new golfing buddy  crane field golf course clinton utah"
"@2jordan1 @ Clinton Ave https://t.co/rIF8jD5QdY",FALSE,0,"2JORDAN1",2015-10-04 14:56:27,FALSE,NA,"A650685922418294785","A299906941","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","omarmurray7",0,FALSE,FALSE,"-74.2101669","40.7248688","2jordan1  clinton ave ","2jordan1  clinton ave"
"We're #hiring! Click to apply: Retail Store Manager – MS – Clinton - http://t.co/ahUMz2x9oq #Retail #Clinton, MS #Job #Jobs #CareerArc",FALSE,0,NA,2015-10-04 14:51:15,FALSE,NA,"A650684612381769728",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_ms_retail",0,FALSE,FALSE,"-90.3217585","32.3415342","were hiring click to apply retail store manager  ms  clinton  ","hiring click apply retail store manager  ms  clinton "
"#CareerArc #Hospitality #Job alert: General Manager | SONIC Drive-In | #Clinton, SC http://t.co/ILe7gJkDKO #SONIC #Jobs #Hiring",FALSE,0,NA,2015-10-04 14:44:20,FALSE,NA,"A650682872286703618",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_sc_hrta",0,FALSE,FALSE,"-81.8793762","34.4561553","careerarc hospitality job alert general manager  sonic drivein  clinton sc ","careerarc hospitality job alert general manager  sonic drivein  clinton sc"
"Someone is REALLY excited we found a diner in a train car. @ Clinton Station Diner https://t.co/MgBE2PKnBB",FALSE,0,NA,2015-10-04 14:38:18,FALSE,NA,"A650681352854048773",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","katesharmon",0,FALSE,FALSE,"-74.9367259","40.63354143","someone is really excited we found a diner in a train car  clinton station diner ","someone really excited found diner train car  clinton station diner"
"Golden Sand Man!!!! @ Clinton Ave https://t.co/iyaGRACusr",FALSE,0,NA,2015-10-04 14:13:41,FALSE,NA,"A650675156868796416",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","omarmurray7",0,FALSE,FALSE,"-74.2101669","40.7248688","golden sand man  clinton ave ","golden sand man  clinton ave"
"Assistant Manager - SONIC Drive-In: (#Clinton, LA) http://t.co/bqUwTsJlE2 #Hospitality #SONIC #Job #Jobs #Hiring #CareerArc",FALSE,0,NA,2015-10-04 14:06:48,FALSE,NA,"A650673428068855808",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_la_hrta",0,FALSE,FALSE,"-91.0050422","30.8498332","assistant manager  sonic drivein clinton la ","assistant manager  sonic drivein clinton la"
"Raspberry Soap Ladies for your Whole Situations!!! @ Clinton Ave https://t.co/5KzLVtSNgm",FALSE,0,NA,2015-10-04 14:02:23,FALSE,NA,"A650672317169688576",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","omarmurray7",0,FALSE,FALSE,"-74.2101669","40.7248688","raspberry soap ladies for your whole situations  clinton ave ","raspberry soap ladies whole situations  clinton ave"
"#Labor #Job alert: LTL Stocker | Lowe's Stores | #Clinton, UT http://t.co/9X1kM2dM56 #Jobs #Hiring",FALSE,0,NA,2015-10-04 14:00:16,FALSE,NA,"A650671782823751681",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_UT_LABOR",0,FALSE,FALSE,"-112.0504983","41.139666","labor job alert ltl stocker  lowes stores  clinton ut ","labor job alert ltl stocker  lowes stores  clinton ut"
"Hillary Clinton made an appearance last night at Marc Anthony's concert in Miami. The artist endorsed her and tweeted about it this morning",FALSE,0,NA,2015-10-04 13:54:34,FALSE,NA,"A650670347306577920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LauraRamirez00",0,FALSE,FALSE,"-73.98839621","40.76851889","hillary clinton made an appearance last night at marc anthonys concert in miami the artist endorsed her and tweeted about it this morning","hillary clinton made appearance last night marc anthonys concert miami artist endorsed tweeted morning"
"#squadgoals 

#littlemisadventuretime @ Clinton Hill Neighborhood https://t.co/8l88v2r88R",FALSE,0,NA,2015-10-04 13:54:23,FALSE,NA,"A650670302897262592",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","mofo37",0,FALSE,FALSE,"-73.96681441","40.69219429","squadgoals littlemisadventuretime  clinton hill neighborhood ","squadgoals littlemisadventuretime  clinton hill neighborhood"
"Can you recommend anyone for this #job? Guest Services Representative - http://t.co/5rcvVXkcZc #Simon #Clinton, CT #CustomerService #Hiring",FALSE,0,NA,2015-10-04 13:54:00,FALSE,NA,"A650670207334113280",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_ctm_cstsrv",0,FALSE,FALSE,"-72.5276073","41.2787226","can you recommend anyone for this job guest services representative  ","can recommend anyone job guest services representative "
"Yesterday katibug21 captured my disgust for traffic. 

#latergram 
#littlemisadventuretime @ Clinton… https://t.co/n6xaWIGGhr",FALSE,0,NA,2015-10-04 13:53:09,FALSE,NA,"A650669989498855424",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","mofo37",0,FALSE,FALSE,"-73.96681441","40.69219429","yesterday katibug21 captured my disgust for traffic latergram littlemisadventuretime  clinton ","yesterday katibug21 captured disgust traffic latergram littlemisadventuretime  clinton"
"Teller I - TD Bank US: (#Clinton, NJ) http://t.co/jrm7nchq7l #CustomerService #Job #Jobs #Hiring #CareerArc",FALSE,0,NA,2015-10-04 13:45:50,FALSE,NA,"A650668149386252290",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_usa_cstsrv",0,FALSE,FALSE,"-74.9193751","40.6325155","teller i  td bank us clinton nj ","teller  td bank us clinton nj"
"Thermos,Halal Thermos @ Clinton Ave https://t.co/3IZ8qozYPq",FALSE,0,NA,2015-10-04 13:44:18,FALSE,NA,"A650667763623563265",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","omarmurray7",0,FALSE,FALSE,"-74.2101669","40.7248688","thermoshalal thermos  clinton ave ","thermoshalal thermos  clinton ave"
"ExxonMobil #GeneralScience #Job: Hydrocarbon Separations and Characterization Chemist (#Clinton, NJ) http://t.co/muoNd432iT #Jobs #Hiring",FALSE,0,NA,2015-10-04 13:34:32,FALSE,NA,"A650665305279037440",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","exxonmobil_jobs",0,FALSE,FALSE,"-74.90989","40.6367682","exxonmobil generalscience job hydrocarbon separations and characterization chemist clinton nj ","exxonmobil generalscience job hydrocarbon separations characterization chemist clinton nj"
"Preaching and worship with old friends. @ Church of the Good Shepherd Clinton, MA https://t.co/i1JwqexmjG",FALSE,0,NA,2015-10-04 13:28:25,FALSE,NA,"A650663768544907264",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","frwarren",0,FALSE,FALSE,"-71.68307397","42.41556874","preaching and worship with old friends  church of the good shepherd clinton ma ","preaching worship old friends  church good shepherd clinton ma"
"Homesick, last one i promiss! <ed><U+00A0><U+00BD><ed><U+00B0><U+00BE><ed><U+00A0><U+00BD><ed><U+00B0><U+00BE><ed><U+00A0><U+00BD><ed><U+00B0><U+00BE> #missmydogs @ DeWitt Clinton Park Rose Garden https://t.co/LgFa09qQh3",FALSE,0,NA,2015-10-04 13:26:58,FALSE,NA,"A650663403829243904",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ro_crespo",0,FALSE,FALSE,"-73.99383123","40.76791008","homesick last one i promiss  missmydogs  dewitt clinton park rose garden ","homesick last one promiss  missmydogs  dewitt clinton park rose garden"
"Back at The Trap Spot @ Clinton Ave https://t.co/VhsMcais3g",FALSE,0,NA,2015-10-04 13:18:34,FALSE,NA,"A650661289648328704",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","omarmurray7",0,FALSE,FALSE,"-74.2101669","40.7248688","back at the trap spot  clinton ave ","back trap spot  clinton ave"
"Freezing Magdalena <U+26C4><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B0><U+00BE><ed><U+00A0><U+00BC><ed><U+00BC><U+00B3> #jackrussel #nyc #coldweather @ DeWitt Clinton Park Rose Garden https://t.co/VTn5VF7cfT",FALSE,0,NA,2015-10-04 13:11:51,FALSE,NA,"A650659598316257280",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","ro_crespo",0,FALSE,FALSE,"-73.99383123","40.76791008","freezing magdalena  jackrussel nyc coldweather  dewitt clinton park rose garden ","freezing magdalena  jackrussel nyc coldweather  dewitt clinton park rose garden"
"Join the ExxonMobil team! See our latest #GeneralScience #job opening here: http://t.co/UsXc5kqxZx #Clinton, NJ #Hiring",FALSE,0,NA,2015-10-04 13:00:08,FALSE,NA,"A650656649288413184",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","exxonmobil_jobs",0,FALSE,FALSE,"-74.90989","40.6367682","join the exxonmobil team see our latest generalscience job opening here ","join exxonmobil team see latest generalscience job opening"
"#Automotive #Job in #Clinton, TN: Inspector - 3rd Shift at Aerotek http://t.co/5xEaZQZEBb #Jobs #Hiring",FALSE,0,NA,2015-10-04 12:58:07,FALSE,NA,"A650656143665065984",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_TN_auto",0,FALSE,FALSE,"-84.1318632","36.1034126","automotive job in clinton tn inspector  3rd shift at aerotek ","automotive job clinton tn inspector  3rd shift aerotek"
"This #BusinessMgmt #job might be a great fit for you: General Manager - http://t.co/soHe54CAEn #Clinton, MS #Hiring #CareerArc",FALSE,0,NA,2015-10-04 12:55:11,FALSE,NA,"A650655403471015936",NA,"<a href=""http://www.tweetmyjobs.com"" rel=""nofollow"">TweetMyJOBS</a>","tmj_ms_mgmt",0,FALSE,FALSE,"-90.3217585","32.3415342","this businessmgmt job might be a great fit for you general manager  ","businessmgmt job might great fit general manager "
