"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","clean","uncommon"
"Ben Carson just can't help himself | MSNBC - http://t.co/YdUVsLCeI5",FALSE,0,NA,2015-10-12 20:19:13,FALSE,NA,"A653666251106045952",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","AnOldLefty",0,FALSE,FALSE,"-82.93781208","39.96396396","ben carson just cant help himself  msnbc  ","ben carson just cant help  msnbc "
"Carly Fiorina, Ben Carson to take part in Arizona town halls: Republican presidential contenders Carly Fiorina and… http://t.co/AQtaTO3QOc",FALSE,0,NA,2015-10-12 19:52:04,FALSE,NA,"A653659417691295745",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","PhoenixCP",0,FALSE,FALSE,"-112.09379298","33.46889822","carly fiorina ben carson to take part in arizona town halls republican presidential contenders carly fiorina and ","carly fiorina ben carson take part arizona town halls republican presidential contenders carly fiorina"
"Dr. Ben Carson@RealBenCarson You're the greatest!  Keep it going!!",FALSE,0,NA,2015-10-12 18:15:24,FALSE,NA,"A653635092573585408",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","LouDavis3",0,FALSE,FALSE,"-121.8196262","37.9917822","dr ben carsonrealbencarson youre the greatest  keep it going","dr ben carsonrealbencarson youre greatest  keep going"
"This is soooo true , ben carson is so very uneducated about anything outside doing surgery!!

RT (cont) http://t.co/hHkXphVqDT",FALSE,0,NA,2015-10-12 15:41:46,FALSE,NA,"A653596428812484608",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","Werdnat",0,FALSE,FALSE,"-101.89181792","33.63963964","this is soooo true  ben carson is so very uneducated about anything outside doing surgeryrt cont ","soooo true  ben carson uneducated anything outside surgeryrt cont"
"Is Ben Carson Just Amusing or Dangerously Disturbed on Gun Issues?: Conservative Republican investigator quits… http://t.co/GmMUZMZqVa",FALSE,0,NA,2015-10-12 13:09:03,FALSE,NA,"A653557996362924033",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","NewYorkCP",0,FALSE,FALSE,"-74.00001602","40.71669795","is ben carson just amusing or dangerously disturbed on gun issues conservative republican investigator quits ","ben carson just amusing dangerously disturbed gun issues conservative republican investigator quits"
"The only truth behind Ben Carson's polls is that Republicans want us to know he's the kind of good Negro they like who knows his place",FALSE,1,NA,2015-10-12 12:44:11,FALSE,NA,"A653551736599244800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","melodyMcooper",0,FALSE,FALSE,"-73.88456555","40.99359693","the only truth behind ben carsons polls is that republicans want us to know hes the kind of good negro they like who knows his place","truth behind ben carsons polls republicans want us know hes kind good negro like knows place"
"http://t.co/E6z15Yl6zv more GOP LIES!!!!!!",FALSE,0,NA,2015-10-12 12:02:30,FALSE,NA,"A653541247769006080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LatinoCharles",0,FALSE,FALSE,"-81.659782","28.3547561","",""
"Mangini couldn't figure out you don't run zone on Ben, Carson, Rodgers and Eli. That shit worked on Bridgewater bc he's still developing",FALSE,0,NA,2015-10-12 04:08:15,FALSE,NA,"A653421900052369408",NA,"<a href=""http://tweetlogix.com"" rel=""nofollow"">Tweetlogix</a>","LordWink",0,FALSE,FALSE,"-95.42291","29.772035","mangini couldnt figure out you dont run zone on ben carson rodgers and eli that shit worked on bridgewater bc hes still developing","mangini couldnt figure dont run zone ben carson rodgers eli shit worked bridgewater bc hes still developing"
"Had the privilege of hearing Ben Carson speak today! 
Wise with good vibes, my kinda people.… https://t.co/QJ8yMSlE1t",FALSE,0,NA,2015-10-12 03:30:52,FALSE,NA,"A653412490706034688",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","addimommi",0,FALSE,FALSE,"-83.88094701","34.27338063","had the privilege of hearing ben carson speak today wise with good vibes my kinda people ","privilege hearing ben carson speak today wise good vibes kinda people"
"Doesn't this man have an advisor (psychiatrist), or a staff (psyche nurse)? Where's the dam* butterfly net? http://t.co/9fJOW4CL0I",FALSE,1,NA,2015-10-12 01:25:43,FALSE,NA,"A653380996746866688",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","CamelotK",0,FALSE,FALSE,"-86.772415","34.069686","doesnt this man have an advisor psychiatrist or a staff psyche nurse wheres the dam butterfly net ","doesnt man advisor psychiatrist staff psyche nurse wheres dam butterfly net"
"RT @Seantaneous: LOOK AT BEN CARSON.",FALSE,0,NA,2015-10-12 01:15:43,FALSE,NA,"A653378482014060544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","daneisha_hodges",1,TRUE,FALSE,NA,NA,"rt seantaneous look at ben carson","rt seantaneous look ben carson"
"BEN CARSON WITH A SAMURAI SWORD.",FALSE,3,NA,2015-10-12 01:15:21,FALSE,NA,"A653378386790871040",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","Seantaneous",0,FALSE,FALSE,"-76.08348761","36.72986892","ben carson with a samurai sword","ben carson samurai sword"
"LOOK AT BEN CARSON.",FALSE,0,NA,2015-10-12 01:15:01,FALSE,NA,"A653378305417216000",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","Seantaneous",1,FALSE,FALSE,"-76.08347353","36.72985849","look at ben carson","look ben carson"
"Ben Carson talks about ‘political correctness’ to church crowd http://t.co/siiPuE2xeu #tcot",FALSE,0,NA,2015-10-12 00:48:11,FALSE,NA,"A653371552629686277",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","AdamscharlesP",0,FALSE,FALSE,"-83.8309523","34.2161254","ben carson talks about political correctness to church crowd ","ben carson talks political correctness church crowd"
"Ben Carson book signing! Bed Carson 2016! @ Books-A-Million Knoxville https://t.co/Gv262DuLKK",FALSE,0,NA,2015-10-11 23:52:44,FALSE,NA,"A653357598285037568",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","CodyBarnes3",0,FALSE,FALSE,"-84.0641632","35.9217339","ben carson book signing bed carson 2016  booksamillion knoxville ","ben carson book signing bed carson 2016  booksamillion knoxville"
"Hoooo Boy! Yep. Genuine cray-cray. http://t.co/tgEgH2j3mf",FALSE,0,NA,2015-10-11 23:45:57,FALSE,NA,"A653355888024133636",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","CamelotK",0,FALSE,FALSE,"-86.772302","34.069722","hoooo boy yep genuine craycray ","hoooo boy yep genuine craycray"
"So honored to be in the presence of Dr. Ben Carson!! I don't know a whole lot about his politics, but… https://t.co/a8GqjaqH5K",FALSE,0,NA,2015-10-11 23:35:17,FALSE,NA,"A653353206442012672",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","SierraMonetPeak",0,FALSE,FALSE,"-84.0641632","35.9217339","so honored to be in the presence of dr ben carson i dont know a whole lot about his politics but ","honored presence dr ben carson dont know whole lot politics"
"Loving Ben Carson's new book!  Enjoyed hearing his message online today! Must Read #AMorePerfectUnion #BenCarson http://t.co/X63nzvolQE",FALSE,2,NA,2015-10-11 22:49:04,FALSE,NA,"A653341576375177216",NA,"<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>","NathanDavidP",0,FALSE,FALSE,"-84.476468","34.175013","loving ben carsons new book  enjoyed hearing his message online today must read amoreperfectunion bencarson ","loving ben carsons new book  enjoyed hearing message online today must read amoreperfectunion bencarson"
"I met ben carson today @ Barnes &amp; Noble Booksellers https://t.co/lgeaqRk8QB",FALSE,0,NA,2015-10-11 20:31:18,FALSE,NA,"A653306904354025472",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LibiHalperin",0,FALSE,FALSE,"-85.15761516","35.03437661","i met ben carson today  barnes amp noble booksellers ","met ben carson today  barnes amp noble booksellers"
"""Ben Carson butchered my brain."" This is a fine rationale for possessing a despicable LIB mindset.",FALSE,0,NA,2015-10-11 19:48:57,FALSE,NA,"A653296246787018752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","boydefender",0,FALSE,FALSE,"-82.4528675","27.9927748","""ben carson butchered my brain"" this is a fine rationale for possessing a despicable lib mindset","""ben carson butchered brain"" fine rationale possessing despicable lib mindset"
"2016 POTUS Dr. Ben Carson
#giftedhands 
#freechapel 
#divinelove 
#aperfectunion @ Free Chapel https://t.co/ECtkMuyDqF",FALSE,0,NA,2015-10-11 19:42:18,FALSE,NA,"A653294573360427008",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","patthomas08",0,FALSE,FALSE,"-83.88094701","34.27338063","2016 potus dr ben carsongiftedhands freechapel divinelove aperfectunion  free chapel ","2016 potus dr ben carsongiftedhands freechapel divinelove aperfectunion  free chapel"
"Ben Carson being attacked with lies from the media fights back http://t.co/5EJMrDDGe3",FALSE,0,NA,2015-10-11 19:37:49,FALSE,NA,"A653293444073431040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bsmith8643",0,FALSE,FALSE,"-84.395908","34.0528666","ben carson being attacked with lies from the media fights back ","ben carson attacked lies media fights back"
"Someone needs to assassinate Ben Carson so that the world can be a better place.",FALSE,0,NA,2015-10-11 19:31:45,FALSE,NA,"A653291918919663617",NA,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for Android</a>","MadamSophie88",0,FALSE,FALSE,"-84.229236","33.798289","someone needs to assassinate ben carson so that the world can be a better place","someone needs assassinate ben carson world can better place"
"RT @kp_honeycutt: Honored to have Dr. Ben Carson @freechapel this morning, join us at the 11 AM or join us online… https://t.co/FpKtc7Krzd",FALSE,0,NA,2015-10-11 19:22:05,FALSE,NA,"A653289483513819136",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","BeaconLight7",3,TRUE,FALSE,NA,NA,"rt kphoneycutt honored to have dr ben carson freechapel this morning join us at the 11 am or join us online ","rt kphoneycutt honored dr ben carson freechapel morning join us 11 join us online"
"CBS News Poll: GOP Field Has A Lot Of Ground To Gain On Trump, Carson: Donald Trump and Ben Carson are comfortably… http://t.co/jxF0M2gqHK",FALSE,0,NA,2015-10-11 18:55:32,FALSE,NA,"A653282805661626368",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","NewYorkCP",0,FALSE,FALSE,"-74.00001602","40.71669795","cbs news poll gop field has a lot of ground to gain on trump carson donald trump and ben carson are comfortably ","cbs news poll gop field lot ground gain trump carson donald trump ben carson comfortably"
"In Gainesville, Ben Carson preaches return to God, war on the ‘PC police’ http://t.co/G3SntJWM9z",FALSE,0,NA,2015-10-11 18:24:09,FALSE,NA,"A653274905425920000",NA,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","AdamscharlesP",0,FALSE,FALSE,"-83.8309233","34.2164902","in gainesville ben carson preaches return to god war on the pc police ","gainesville ben carson preaches return god war pc police"
"Poll: Trump ahead of Carson: Donald Trump remains at the front of the Republican presidential field, with Ben… http://t.co/cR0ZpEvLnm",FALSE,0,NA,2015-10-11 17:44:04,FALSE,NA,"A653264817134764032",NA,"<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","MilwaukeeCP",0,FALSE,FALSE,"-87.90968018","43.04137104","poll trump ahead of carson donald trump remains at the front of the republican presidential field with ben ","poll trump ahead carson donald trump remains front republican presidential field ben"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-11 16:39:57,FALSE,NA,"A653248681211228160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","qsteph",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"@speechboy71 The Trump effect. Without Trump, Ben Carson would be Herman Cain and Jeb would be flying high.",FALSE,0,"speechboy71",2015-10-11 16:05:52,FALSE,"A653237924960575488","A653240105570861056","A113061485","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mikemerc57",0,FALSE,FALSE,"-83.47828916","42.33157276","speechboy71 the trump effect without trump ben carson would be herman cain and jeb would be flying high","speechboy71 trump effect without trump ben carson herman cain jeb flying high"
"RT @kp_honeycutt: Honored to have Dr. Ben Carson @freechapel this morning, join us at the 11 AM or join us online… https://t.co/FpKtc7Krzd",FALSE,0,NA,2015-10-11 15:27:46,FALSE,NA,"A653230518989922304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","17_katiebrown",3,TRUE,FALSE,NA,NA,"rt kphoneycutt honored to have dr ben carson freechapel this morning join us at the 11 am or join us online ","rt kphoneycutt honored dr ben carson freechapel morning join us 11 join us online"
"Honored to have Dr. Ben Carson @freechapel this morning, join us at the 11 AM or join us online… https://t.co/FpKtc7Krzd",FALSE,3,NA,2015-10-11 14:57:35,FALSE,NA,"A653222922065190912",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","kp_honeycutt",3,FALSE,FALSE,"-83.88094701","34.27338063","honored to have dr ben carson freechapel this morning join us at the 11 am or join us online ","honored dr ben carson freechapel morning join us 11 join us online"
"@Pharaon47 @AdamJennings1 http://t.co/UfwXuw8j4q Carson is a #BlameTheVictim kinda guy @RealBenCarson",FALSE,0,"Pharaon47",2015-10-11 14:49:22,FALSE,"A652602182722699264","A653220854373847040","A49106539","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","mdcolliM",0,FALSE,FALSE,"-97.39959399","37.70928659","pharaon47 adamjennings1 ","pharaon47 adamjennings1"
"#Carson follows Trump on CBS morning news. Here's our take on the former: http://t.co/buXC65Q4ey",FALSE,0,NA,2015-10-11 14:47:53,FALSE,NA,"A653220479491248129",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","clarkstonlegal",0,FALSE,FALSE,"-83.4300817","42.6790932","carson follows trump on cbs morning news heres our take on the former ","carson follows trump cbs morning news heres take former"
"@gglightbulb Oh oh! Melissa's gonna go Popeye's &amp; Ben Carson on us, y'all!  #nerdland",FALSE,0,"gglightbulb",2015-10-11 14:30:58,FALSE,NA,"A653216224902447104","A2245887787","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gglightbulb",0,FALSE,FALSE,"-122.35151776","37.92755689","gglightbulb oh oh melissas gonna go popeyes amp ben carson on us yall  nerdland","gglightbulb oh oh melissas gonna go popeyes amp ben carson us yall  nerdland"
"RT @robgee704: @cspanwj  Ben Carson reminds me of Teddy Roosevelt , Speak Softly and Carry a Big Stick !",FALSE,0,NA,2015-10-11 13:51:10,FALSE,NA,"A653206206257987584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","subedew",5,TRUE,FALSE,NA,NA,"rt robgee704 cspanwj  ben carson reminds me of teddy roosevelt  speak softly and carry a big stick ","rt robgee704 cspanwj  ben carson reminds teddy roosevelt  speak softly carry big stick"
"Ben Carson: Pompeii Victims Should Have Outrun Lava - The New Yorker http://t.co/INraTTUQKj",FALSE,0,NA,2015-10-11 13:35:53,FALSE,NA,"A653202359657623552",NA,"<a href=""http://www.apple.com/"" rel=""nofollow"">OS X</a>","mudblood",0,FALSE,FALSE,"-73.766151","40.753872","ben carson pompeii victims should have outrun lava  the new yorker ","ben carson pompeii victims outrun lava  new yorker"
"RT @gglightbulb: @gglightbulb Wonder why does Ben Carson often give replies to ?s as though he's been just awaken from a deep drugged sleep…",FALSE,0,NA,2015-10-11 13:21:12,FALSE,NA,"A653198664383512576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CalmCallet",1,TRUE,FALSE,NA,NA,"rt gglightbulb gglightbulb wonder why does ben carson often give replies to s as though hes been just awaken from a deep drugged sleep","rt gglightbulb gglightbulb wonder ben carson often give replies s though hes just awaken deep drugged sleep"
"@gglightbulb Ben Carson needs to stick w/the medical arena! Giving out Don Quioxote-like answers shows striking ineptness! #politicsnation",FALSE,0,"gglightbulb",2015-10-11 13:19:28,FALSE,NA,"A653198230927249408","A2245887787","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gglightbulb",0,FALSE,FALSE,"-122.35151907","37.92755947","gglightbulb ben carson needs to stick wthe medical arena giving out don quioxotelike answers shows striking ineptness politicsnation","gglightbulb ben carson needs stick wthe medical arena giving don quioxotelike answers shows striking ineptness politicsnation"
"@gglightbulb Wonder why does Ben Carson often give replies to ?s as though he's been just awaken from a deep drugged sleep?  #politicsnation",FALSE,1,"gglightbulb",2015-10-11 13:09:55,FALSE,NA,"A653195826710188033","A2245887787","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gglightbulb",1,FALSE,FALSE,"-122.35158125","37.92749246","gglightbulb wonder why does ben carson often give replies to s as though hes been just awaken from a deep drugged sleep  politicsnation","gglightbulb wonder ben carson often give replies s though hes just awaken deep drugged sleep  politicsnation"
"RT @robgee704: @cspanwj  Ben Carson reminds me of Teddy Roosevelt , Speak Softly and Carry a Big Stick !",FALSE,0,NA,2015-10-11 12:35:46,FALSE,NA,"A653187233147699200",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","Nettan1971",5,TRUE,FALSE,NA,NA,"rt robgee704 cspanwj  ben carson reminds me of teddy roosevelt  speak softly and carry a big stick ","rt robgee704 cspanwj  ben carson reminds teddy roosevelt  speak softly carry big stick"
"RT @robgee704: @cspanwj  Ben Carson reminds me of Teddy Roosevelt , Speak Softly and Carry a Big Stick !",FALSE,0,NA,2015-10-11 12:34:35,FALSE,NA,"A653186935335309312",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","SusanCucinotta",5,TRUE,FALSE,NA,NA,"rt robgee704 cspanwj  ben carson reminds me of teddy roosevelt  speak softly and carry a big stick ","rt robgee704 cspanwj  ben carson reminds teddy roosevelt  speak softly carry big stick"
"RT @robgee704: @cspanwj  Ben Carson reminds me of Teddy Roosevelt , Speak Softly and Carry a Big Stick !",FALSE,0,NA,2015-10-11 12:31:29,FALSE,NA,"A653186155995725824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaryCatron",5,TRUE,FALSE,NA,NA,"rt robgee704 cspanwj  ben carson reminds me of teddy roosevelt  speak softly and carry a big stick ","rt robgee704 cspanwj  ben carson reminds teddy roosevelt  speak softly carry big stick"
"RT @robgee704: @cspanwj  Ben Carson reminds me of Teddy Roosevelt , Speak Softly and Carry a Big Stick !",FALSE,0,NA,2015-10-11 12:30:54,FALSE,NA,"A653186007928545280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CARSON4POTUS",5,TRUE,FALSE,NA,NA,"rt robgee704 cspanwj  ben carson reminds me of teddy roosevelt  speak softly and carry a big stick ","rt robgee704 cspanwj  ben carson reminds teddy roosevelt  speak softly carry big stick"
"@cspanwj  Ben Carson reminds me of Teddy Roosevelt , Speak Softly and Carry a Big Stick !",FALSE,4,"cspanwj",2015-10-11 11:45:56,FALSE,NA,"A653174690144501760","A15923226","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","robgee704",5,FALSE,FALSE,"-75.0709248","41.0831685","cspanwj  ben carson reminds me of teddy roosevelt  speak softly and carry a big stick ","cspanwj  ben carson reminds teddy roosevelt  speak softly carry big stick"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-11 11:41:05,FALSE,NA,"A653173469052600320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","compterrified",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"@cspanwj  Ben Carson reminds me of Teddy Roosevelt , Speak Softly and Carry A Big Stick !",FALSE,0,"cspanwj",2015-10-11 11:08:33,FALSE,NA,"A653165282983284736","A15923226","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","robgee704",0,FALSE,FALSE,"-75.0710266","41.0831521","cspanwj  ben carson reminds me of teddy roosevelt  speak softly and carry a big stick ","cspanwj  ben carson reminds teddy roosevelt  speak softly carry big stick"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-11 04:46:35,FALSE,NA,"A653069157445955584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hiiamkadi",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-11 04:40:27,FALSE,NA,"A653067614424436736",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","BegoniaArizona",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
"RT @JamilSmith: No one is “lynching” Ben Carson. He is still alive. Some words need to be retired as metaphors. http://t.co/SmlqrpBIHu",FALSE,0,NA,2015-10-11 04:32:28,FALSE,NA,"A653065605042577408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mjohnso27",42,TRUE,FALSE,NA,NA,"rt jamilsmith no one is lynching ben carson he is still alive some words need to be retired as metaphors ","rt jamilsmith one lynching ben carson still alive words need retired metaphors"
